# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Dec  9 21:35:53 2021
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN disc_facility:  Discovery Facility
# COLUMN st_spectype:    Spectral Type
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_vmag:        V (Johnson) Magnitude
#
loc_rowid,pl_name,hostname,default_flag,disc_facility,st_spectype,st_lum,sy_bmag,sy_vmag
16284,Kepler-267 b,Kepler-267,0,Kepler,,,17.5630000,16.6900000
16285,Kepler-267 b,Kepler-267,0,Kepler,,,17.5630000,16.6900000
16286,Kepler-267 b,Kepler-267,0,Kepler,,-1.229,17.5630000,16.6900000
16287,Kepler-267 b,Kepler-267,0,Kepler,,,17.5630000,16.6900000
16288,Kepler-267 b,Kepler-267,0,Kepler,,,17.5630000,16.6900000
16289,Kepler-267 b,Kepler-267,0,Kepler,,,17.5630000,16.6900000
16290,Kepler-267 b,Kepler-267,0,Kepler,M1 V,,17.5630000,16.6900000
16291,Kepler-267 b,Kepler-267,0,Kepler,,-1.213,17.5630000,16.6900000
16292,Kepler-267 b,Kepler-267,0,Kepler,,,17.5630000,16.6900000
16293,Kepler-267 c,Kepler-267,0,Kepler,,-1.213,17.5630000,16.6900000
16294,Kepler-267 c,Kepler-267,0,Kepler,,,17.5630000,16.6900000
16295,Kepler-267 c,Kepler-267,1,Kepler,,,17.5630000,16.6900000
16296,Kepler-267 c,Kepler-267,0,Kepler,,,17.5630000,16.6900000
16297,Kepler-267 c,Kepler-267,0,Kepler,,,17.5630000,16.6900000
16298,Kepler-267 c,Kepler-267,0,Kepler,,,17.5630000,16.6900000
16299,Kepler-267 c,Kepler-267,0,Kepler,,,17.5630000,16.6900000
16300,Kepler-267 c,Kepler-267,0,Kepler,,-1.213,17.5630000,16.6900000
16301,Kepler-267 c,Kepler-267,0,Kepler,,,17.5630000,16.6900000
16302,Kepler-267 c,Kepler-267,0,Kepler,,-1.213,17.5630000,16.6900000
16303,Kepler-267 c,Kepler-267,0,Kepler,,,17.5630000,16.6900000
16304,Kepler-267 c,Kepler-267,0,Kepler,,,17.5630000,16.6900000
16305,Kepler-267 c,Kepler-267,0,Kepler,,,17.5630000,16.6900000
16306,Kepler-267 c,Kepler-267,0,Kepler,,-1.229,17.5630000,16.6900000
16307,Kepler-267 c,Kepler-267,0,Kepler,,-1.213,17.5630000,16.6900000
16308,Kepler-267 d,Kepler-267,0,Kepler,,,17.5630000,16.6900000
16309,Kepler-267 d,Kepler-267,0,Kepler,,,17.5630000,16.6900000
16310,Kepler-267 d,Kepler-267,0,Kepler,,,17.5630000,16.6900000
16311,Kepler-267 d,Kepler-267,0,Kepler,,,17.5630000,16.6900000
16312,Kepler-267 d,Kepler-267,0,Kepler,,,17.5630000,16.6900000
16313,Kepler-267 d,Kepler-267,0,Kepler,,,17.5630000,16.6900000
16314,Kepler-267 d,Kepler-267,0,Kepler,,-1.229,17.5630000,16.6900000
16315,Kepler-267 d,Kepler-267,0,Kepler,,-1.213,17.5630000,16.6900000
16316,Kepler-267 d,Kepler-267,0,Kepler,,-1.213,17.5630000,16.6900000
16317,Kepler-267 d,Kepler-267,0,Kepler,,-1.213,17.5630000,16.6900000
16318,Kepler-267 d,Kepler-267,0,Kepler,,-1.213,17.5630000,16.6900000
16319,Kepler-267 d,Kepler-267,0,Kepler,,,17.5630000,16.6900000
16320,Kepler-267 d,Kepler-267,1,Kepler,,,17.5630000,16.6900000
16321,Kepler-267 d,Kepler-267,0,Kepler,,,17.5630000,16.6900000
16322,Kepler-268 b,Kepler-268,0,Kepler,,0.318,14.4570000,13.8440000
16323,Kepler-268 b,Kepler-268,0,Kepler,,,14.4570000,13.8440000
16324,Kepler-268 b,Kepler-268,0,Kepler,,,14.4570000,13.8440000
16325,Kepler-268 b,Kepler-268,0,Kepler,,,14.4570000,13.8440000
16326,Kepler-268 b,Kepler-268,0,Kepler,,0.318,14.4570000,13.8440000
16327,Kepler-268 b,Kepler-268,0,Kepler,,,14.4570000,13.8440000
16328,Kepler-268 b,Kepler-268,0,Kepler,,0.318,14.4570000,13.8440000
16329,Kepler-268 b,Kepler-268,0,Kepler,,,14.4570000,13.8440000
16330,Kepler-268 b,Kepler-268,0,Kepler,,,14.4570000,13.8440000
16331,Kepler-268 b,Kepler-268,0,Kepler,,,14.4570000,13.8440000
16332,Kepler-268 b,Kepler-268,1,Kepler,,,14.4570000,13.8440000
16333,Kepler-268 c,Kepler-268,0,Kepler,,,14.4570000,13.8440000
16334,Kepler-268 c,Kepler-268,0,Kepler,,,14.4570000,13.8440000
16335,Kepler-268 c,Kepler-268,0,Kepler,,,14.4570000,13.8440000
16336,Kepler-268 c,Kepler-268,0,Kepler,,,14.4570000,13.8440000
16337,Kepler-268 c,Kepler-268,0,Kepler,,0.318,14.4570000,13.8440000
16338,Kepler-268 c,Kepler-268,0,Kepler,,,14.4570000,13.8440000
16339,Kepler-268 c,Kepler-268,0,Kepler,,,14.4570000,13.8440000
16340,Kepler-268 c,Kepler-268,0,Kepler,,0.318,14.4570000,13.8440000
16341,Kepler-268 c,Kepler-268,1,Kepler,,,14.4570000,13.8440000
16342,Kepler-268 c,Kepler-268,0,Kepler,,,14.4570000,13.8440000
16343,Kepler-268 c,Kepler-268,0,Kepler,,0.318,14.4570000,13.8440000
16344,Kepler-269 b,Kepler-269,0,Kepler,,,16.3660000,15.6460000
16345,Kepler-269 b,Kepler-269,1,Kepler,,,16.3660000,15.6460000
16346,Kepler-269 b,Kepler-269,0,Kepler,,,16.3660000,15.6460000
16347,Kepler-269 b,Kepler-269,0,Kepler,,,16.3660000,15.6460000
16348,Kepler-269 b,Kepler-269,0,Kepler,,0.368,16.3660000,15.6460000
16349,Kepler-269 b,Kepler-269,0,Kepler,,0.368,16.3660000,15.6460000
16350,Kepler-269 b,Kepler-269,0,Kepler,,,16.3660000,15.6460000
16351,Kepler-269 b,Kepler-269,0,Kepler,,,16.3660000,15.6460000
16352,Kepler-269 b,Kepler-269,0,Kepler,,0.368,16.3660000,15.6460000
16353,Kepler-269 b,Kepler-269,0,Kepler,,,16.3660000,15.6460000
16354,Kepler-269 b,Kepler-269,0,Kepler,,,16.3660000,15.6460000
16355,Kepler-269 c,Kepler-269,0,Kepler,,0.368,16.3660000,15.6460000
16356,Kepler-269 c,Kepler-269,0,Kepler,,,16.3660000,15.6460000
16357,Kepler-269 c,Kepler-269,0,Kepler,,0.368,16.3660000,15.6460000
16358,Kepler-269 c,Kepler-269,0,Kepler,,,16.3660000,15.6460000
16359,Kepler-269 c,Kepler-269,0,Kepler,,,16.3660000,15.6460000
16360,Kepler-269 c,Kepler-269,0,Kepler,,,16.3660000,15.6460000
16361,Kepler-269 c,Kepler-269,0,Kepler,,,16.3660000,15.6460000
16362,Kepler-269 c,Kepler-269,0,Kepler,,,16.3660000,15.6460000
16363,Kepler-269 c,Kepler-269,1,Kepler,,,16.3660000,15.6460000
16364,Kepler-269 c,Kepler-269,0,Kepler,,,16.3660000,15.6460000
16365,Kepler-27 b,Kepler-27,0,Kepler,,,16.8650000,15.8220000
16366,Kepler-27 b,Kepler-27,0,Kepler,,,16.8650000,15.8220000
16367,Kepler-27 b,Kepler-27,0,Kepler,,,16.8650000,15.8220000
16368,Kepler-27 b,Kepler-27,0,Kepler,,,16.8650000,15.8220000
16369,Kepler-27 b,Kepler-27,0,Kepler,,,16.8650000,15.8220000
16370,Kepler-27 b,Kepler-27,0,Kepler,,,16.8650000,15.8220000
16371,Kepler-27 b,Kepler-27,1,Kepler,,,16.8650000,15.8220000
16372,Kepler-27 b,Kepler-27,0,Kepler,,,16.8650000,15.8220000
16373,Kepler-27 b,Kepler-27,0,Kepler,,-0.329,16.8650000,15.8220000
16374,Kepler-27 b,Kepler-27,0,Kepler,,,16.8650000,15.8220000
16375,Kepler-27 b,Kepler-27,0,Kepler,,-0.329,16.8650000,15.8220000
16376,Kepler-27 c,Kepler-27,0,Kepler,,,16.8650000,15.8220000
16377,Kepler-27 c,Kepler-27,0,Kepler,,,16.8650000,15.8220000
16378,Kepler-27 c,Kepler-27,0,Kepler,,,16.8650000,15.8220000
16379,Kepler-27 c,Kepler-27,0,Kepler,,-0.329,16.8650000,15.8220000
16380,Kepler-27 c,Kepler-27,1,Kepler,,,16.8650000,15.8220000
16381,Kepler-27 c,Kepler-27,0,Kepler,,,16.8650000,15.8220000
16382,Kepler-27 c,Kepler-27,0,Kepler,,,16.8650000,15.8220000
16383,Kepler-27 c,Kepler-27,0,Kepler,,,16.8650000,15.8220000
16384,Kepler-27 c,Kepler-27,0,Kepler,,-0.329,16.8650000,15.8220000
16385,Kepler-27 c,Kepler-27,0,Kepler,,,16.8650000,15.8220000
16386,Kepler-27 c,Kepler-27,0,Kepler,,,16.8650000,15.8220000
16387,Kepler-270 b,Kepler-270,0,Kepler,,0.312,14.6520000,13.9000000
16388,Kepler-270 b,Kepler-270,0,Kepler,,,14.6520000,13.9000000
16389,Kepler-270 b,Kepler-270,0,Kepler,,0.312,14.6520000,13.9000000
16390,Kepler-270 b,Kepler-270,0,Kepler,,,14.6520000,13.9000000
16391,Kepler-270 b,Kepler-270,1,Kepler,,,14.6520000,13.9000000
16392,Kepler-270 b,Kepler-270,0,Kepler,,0.312,14.6520000,13.9000000
16393,Kepler-270 b,Kepler-270,0,Kepler,,,14.6520000,13.9000000
16394,Kepler-270 b,Kepler-270,0,Kepler,,,14.6520000,13.9000000
16395,Kepler-270 b,Kepler-270,0,Kepler,,,14.6520000,13.9000000
16396,Kepler-270 b,Kepler-270,0,Kepler,,,14.6520000,13.9000000
16397,Kepler-270 b,Kepler-270,0,Kepler,,,14.6520000,13.9000000
16398,Kepler-270 c,Kepler-270,0,Kepler,,0.312,14.6520000,13.9000000
16399,Kepler-270 c,Kepler-270,0,Kepler,,0.312,14.6520000,13.9000000
16400,Kepler-270 c,Kepler-270,0,Kepler,,,14.6520000,13.9000000
16401,Kepler-270 c,Kepler-270,0,Kepler,,,14.6520000,13.9000000
16402,Kepler-270 c,Kepler-270,0,Kepler,,,14.6520000,13.9000000
16403,Kepler-270 c,Kepler-270,0,Kepler,,,14.6520000,13.9000000
16404,Kepler-270 c,Kepler-270,1,Kepler,,,14.6520000,13.9000000
16405,Kepler-270 c,Kepler-270,0,Kepler,,,14.6520000,13.9000000
16406,Kepler-270 c,Kepler-270,0,Kepler,,0.312,14.6520000,13.9000000
16407,Kepler-270 c,Kepler-270,0,Kepler,,,14.6520000,13.9000000
16408,Kepler-270 c,Kepler-270,0,Kepler,,,14.6520000,13.9000000
16409,Kepler-271 b,Kepler-271,0,Kepler,,,14.3700000,13.5780000
16410,Kepler-271 b,Kepler-271,0,Kepler,,,14.3700000,13.5780000
16411,Kepler-271 b,Kepler-271,0,Kepler,,-0.253,14.3700000,13.5780000
16412,Kepler-271 b,Kepler-271,1,Kepler,,,14.3700000,13.5780000
16413,Kepler-271 b,Kepler-271,0,Kepler,,-0.253,14.3700000,13.5780000
16414,Kepler-271 b,Kepler-271,0,Kepler,,-0.253,14.3700000,13.5780000
16415,Kepler-271 b,Kepler-271,0,Kepler,,,14.3700000,13.5780000
16416,Kepler-271 b,Kepler-271,0,Kepler,,,14.3700000,13.5780000
16417,Kepler-271 b,Kepler-271,0,Kepler,,,14.3700000,13.5780000
16418,Kepler-271 b,Kepler-271,0,Kepler,,,14.3700000,13.5780000
16419,Kepler-271 b,Kepler-271,0,Kepler,,,14.3700000,13.5780000
16420,Kepler-271 c,Kepler-271,0,Kepler,,-0.253,14.3700000,13.5780000
16421,Kepler-271 c,Kepler-271,0,Kepler,,,14.3700000,13.5780000
16422,Kepler-271 c,Kepler-271,0,Kepler,,,14.3700000,13.5780000
16423,Kepler-271 c,Kepler-271,0,Kepler,,,14.3700000,13.5780000
16424,Kepler-271 c,Kepler-271,0,Kepler,,,14.3700000,13.5780000
16425,Kepler-271 c,Kepler-271,1,Kepler,,,14.3700000,13.5780000
16426,Kepler-271 c,Kepler-271,0,Kepler,,,14.3700000,13.5780000
16427,Kepler-271 c,Kepler-271,0,Kepler,,,14.3700000,13.5780000
16428,Kepler-271 c,Kepler-271,0,Kepler,,-0.253,14.3700000,13.5780000
16429,Kepler-271 c,Kepler-271,0,Kepler,,,14.3700000,13.5780000
16430,Kepler-271 c,Kepler-271,0,Kepler,,-0.253,14.3700000,13.5780000
16431,Kepler-271 d,Kepler-271,0,Kepler,,,14.3700000,13.5780000
16432,Kepler-271 d,Kepler-271,0,Kepler,,,14.3700000,13.5780000
16433,Kepler-271 d,Kepler-271,0,Kepler,,,14.3700000,13.5780000
16434,Kepler-271 d,Kepler-271,0,Kepler,,-0.253,14.3700000,13.5780000
16435,Kepler-271 d,Kepler-271,0,Kepler,,-0.253,14.3700000,13.5780000
16436,Kepler-271 d,Kepler-271,0,Kepler,,,14.3700000,13.5780000
16437,Kepler-271 d,Kepler-271,0,Kepler,,,14.3700000,13.5780000
16438,Kepler-271 d,Kepler-271,1,Kepler,,,14.3700000,13.5780000
16439,Kepler-271 d,Kepler-271,0,Kepler,,,14.3700000,13.5780000
16440,Kepler-272 b,Kepler-272,0,Kepler,,0.066,15.6460000,14.8110000
16441,Kepler-272 b,Kepler-272,0,Kepler,,,15.6460000,14.8110000
16442,Kepler-272 b,Kepler-272,0,Kepler,,,15.6460000,14.8110000
16443,Kepler-272 b,Kepler-272,0,Kepler,,,15.6460000,14.8110000
16444,Kepler-272 b,Kepler-272,0,Kepler,,0.066,15.6460000,14.8110000
16445,Kepler-272 b,Kepler-272,0,Kepler,,,15.6460000,14.8110000
16446,Kepler-272 b,Kepler-272,0,Kepler,,,15.6460000,14.8110000
16447,Kepler-272 b,Kepler-272,0,Kepler,,,15.6460000,14.8110000
16448,Kepler-272 b,Kepler-272,0,Kepler,,,15.6460000,14.8110000
16449,Kepler-272 b,Kepler-272,1,Kepler,,,15.6460000,14.8110000
16450,Kepler-272 b,Kepler-272,0,Kepler,,,15.6460000,14.8110000
16451,Kepler-272 c,Kepler-272,0,Kepler,,,15.6460000,14.8110000
16452,Kepler-272 c,Kepler-272,0,Kepler,,,15.6460000,14.8110000
16453,Kepler-272 c,Kepler-272,0,Kepler,,,15.6460000,14.8110000
16454,Kepler-272 c,Kepler-272,0,Kepler,,,15.6460000,14.8110000
16455,Kepler-272 c,Kepler-272,0,Kepler,,,15.6460000,14.8110000
16456,Kepler-272 c,Kepler-272,0,Kepler,,0.066,15.6460000,14.8110000
16457,Kepler-272 c,Kepler-272,0,Kepler,,0.066,15.6460000,14.8110000
16458,Kepler-272 c,Kepler-272,0,Kepler,,,15.6460000,14.8110000
16459,Kepler-272 c,Kepler-272,0,Kepler,,,15.6460000,14.8110000
16460,Kepler-272 c,Kepler-272,1,Kepler,,,15.6460000,14.8110000
16461,Kepler-272 c,Kepler-272,0,Kepler,,,15.6460000,14.8110000
16462,Kepler-272 c,Kepler-272,0,Kepler,,0.066,15.6460000,14.8110000
16463,Kepler-272 d,Kepler-272,0,Kepler,,0.066,15.6460000,14.8110000
16464,Kepler-272 d,Kepler-272,0,Kepler,,,15.6460000,14.8110000
16465,Kepler-272 d,Kepler-272,0,Kepler,,,15.6460000,14.8110000
16466,Kepler-272 d,Kepler-272,0,Kepler,,0.066,15.6460000,14.8110000
16467,Kepler-272 d,Kepler-272,0,Kepler,,,15.6460000,14.8110000
16468,Kepler-272 d,Kepler-272,0,Kepler,,0.066,15.6460000,14.8110000
16469,Kepler-272 d,Kepler-272,0,Kepler,,,15.6460000,14.8110000
16470,Kepler-272 d,Kepler-272,1,Kepler,,,15.6460000,14.8110000
16471,Kepler-272 d,Kepler-272,0,Kepler,,,15.6460000,14.8110000
16472,Kepler-272 d,Kepler-272,0,Kepler,,,15.6460000,14.8110000
16473,Kepler-272 d,Kepler-272,0,Kepler,,,15.6460000,14.8110000
16474,Kepler-273 b,Kepler-273,0,Kepler,,,15.8970000,15.1000000
16475,Kepler-273 b,Kepler-273,0,Kepler,,-0.341,15.8970000,15.1000000
16476,Kepler-273 b,Kepler-273,0,Kepler,,,15.8970000,15.1000000
16477,Kepler-273 b,Kepler-273,0,Kepler,,-0.341,15.8970000,15.1000000
16478,Kepler-273 b,Kepler-273,0,Kepler,,,15.8970000,15.1000000
16479,Kepler-273 b,Kepler-273,1,Kepler,,,15.8970000,15.1000000
16480,Kepler-273 b,Kepler-273,0,Kepler,,,15.8970000,15.1000000
16481,Kepler-273 b,Kepler-273,0,Kepler,,,15.8970000,15.1000000
16482,Kepler-273 b,Kepler-273,0,Kepler,,,15.8970000,15.1000000
16483,Kepler-273 b,Kepler-273,0,Kepler,,,15.8970000,15.1000000
16484,Kepler-273 c,Kepler-273,0,Kepler,,,15.8970000,15.1000000
16485,Kepler-273 c,Kepler-273,0,Kepler,,-0.341,15.8970000,15.1000000
16486,Kepler-273 c,Kepler-273,0,Kepler,,,15.8970000,15.1000000
16487,Kepler-273 c,Kepler-273,0,Kepler,,,15.8970000,15.1000000
16488,Kepler-273 c,Kepler-273,0,Kepler,,-0.341,15.8970000,15.1000000
16489,Kepler-273 c,Kepler-273,1,Kepler,,,15.8970000,15.1000000
16490,Kepler-273 c,Kepler-273,0,Kepler,,-0.341,15.8970000,15.1000000
16491,Kepler-273 c,Kepler-273,0,Kepler,,,15.8970000,15.1000000
16492,Kepler-273 c,Kepler-273,0,Kepler,,,15.8970000,15.1000000
16493,Kepler-273 c,Kepler-273,0,Kepler,,,15.8970000,15.1000000
16494,Kepler-273 c,Kepler-273,0,Kepler,,,15.8970000,15.1000000
16495,Kepler-274 b,Kepler-274,0,Kepler,,,15.5580000,15.2380000
16496,Kepler-274 b,Kepler-274,0,Kepler,,,15.5580000,15.2380000
16497,Kepler-274 b,Kepler-274,0,Kepler,,0.201,15.5580000,15.2380000
16498,Kepler-274 b,Kepler-274,0,Kepler,,,15.5580000,15.2380000
16499,Kepler-274 b,Kepler-274,0,Kepler,,,15.5580000,15.2380000
16500,Kepler-274 b,Kepler-274,1,Kepler,,,15.5580000,15.2380000
16501,Kepler-274 b,Kepler-274,0,Kepler,,0.201,15.5580000,15.2380000
16502,Kepler-274 b,Kepler-274,0,Kepler,,,15.5580000,15.2380000
16503,Kepler-274 b,Kepler-274,0,Kepler,,,15.5580000,15.2380000
16504,Kepler-274 c,Kepler-274,0,Kepler,,0.201,15.5580000,15.2380000
16505,Kepler-274 c,Kepler-274,0,Kepler,,0.201,15.5580000,15.2380000
16506,Kepler-274 c,Kepler-274,0,Kepler,,,15.5580000,15.2380000
16507,Kepler-274 c,Kepler-274,0,Kepler,,,15.5580000,15.2380000
16508,Kepler-274 c,Kepler-274,0,Kepler,,,15.5580000,15.2380000
16509,Kepler-274 c,Kepler-274,0,Kepler,,0.201,15.5580000,15.2380000
16510,Kepler-274 c,Kepler-274,0,Kepler,,,15.5580000,15.2380000
16511,Kepler-274 c,Kepler-274,0,Kepler,,,15.5580000,15.2380000
16512,Kepler-274 c,Kepler-274,0,Kepler,,,15.5580000,15.2380000
16513,Kepler-274 c,Kepler-274,1,Kepler,,,15.5580000,15.2380000
16514,Kepler-275 b,Kepler-275,0,Kepler,,,15.6970000,15.2890000
16515,Kepler-275 b,Kepler-275,0,Kepler,,,15.6970000,15.2890000
16516,Kepler-275 b,Kepler-275,0,Kepler,,0.449,15.6970000,15.2890000
16517,Kepler-275 b,Kepler-275,1,Kepler,,,15.6970000,15.2890000
16518,Kepler-275 b,Kepler-275,0,Kepler,,,15.6970000,15.2890000
16519,Kepler-275 b,Kepler-275,0,Kepler,,0.449,15.6970000,15.2890000
16520,Kepler-275 b,Kepler-275,0,Kepler,,,15.6970000,15.2890000
16521,Kepler-275 b,Kepler-275,0,Kepler,,,15.6970000,15.2890000
16522,Kepler-275 b,Kepler-275,0,Kepler,,,15.6970000,15.2890000
16523,Kepler-275 b,Kepler-275,0,Kepler,,,15.6970000,15.2890000
16524,Kepler-275 c,Kepler-275,1,Kepler,,,15.6970000,15.2890000
16525,Kepler-275 c,Kepler-275,0,Kepler,,,15.6970000,15.2890000
16526,Kepler-275 c,Kepler-275,0,Kepler,,0.449,15.6970000,15.2890000
16527,Kepler-275 c,Kepler-275,0,Kepler,,,15.6970000,15.2890000
16528,Kepler-275 c,Kepler-275,0,Kepler,,,15.6970000,15.2890000
16529,Kepler-275 c,Kepler-275,0,Kepler,,0.449,15.6970000,15.2890000
16530,Kepler-275 c,Kepler-275,0,Kepler,,,15.6970000,15.2890000
16531,Kepler-275 c,Kepler-275,0,Kepler,,,15.6970000,15.2890000
16532,Kepler-275 c,Kepler-275,0,Kepler,,,15.6970000,15.2890000
16533,Kepler-275 c,Kepler-275,0,Kepler,,,15.6970000,15.2890000
16534,Kepler-275 c,Kepler-275,0,Kepler,,0.449,15.6970000,15.2890000
16535,Kepler-275 d,Kepler-275,0,Kepler,,,15.6970000,15.2890000
16536,Kepler-275 d,Kepler-275,0,Kepler,,,15.6970000,15.2890000
16537,Kepler-275 d,Kepler-275,0,Kepler,,,15.6970000,15.2890000
16538,Kepler-275 d,Kepler-275,0,Kepler,,,15.6970000,15.2890000
16539,Kepler-275 d,Kepler-275,0,Kepler,,,15.6970000,15.2890000
16540,Kepler-275 d,Kepler-275,0,Kepler,,0.449,15.6970000,15.2890000
16541,Kepler-275 d,Kepler-275,1,Kepler,,,15.6970000,15.2890000
16542,Kepler-275 d,Kepler-275,0,Kepler,,,15.6970000,15.2890000
16543,Kepler-275 d,Kepler-275,0,Kepler,,,15.6970000,15.2890000
16544,Kepler-275 d,Kepler-275,0,Kepler,,0.449,15.6970000,15.2890000
16545,Kepler-275 d,Kepler-275,0,Kepler,,0.449,15.6970000,15.2890000
16546,Kepler-276 b,Kepler-276,0,Kepler,,,15.2280000,15.4810000
16547,Kepler-276 b,Kepler-276,0,Kepler,,-0.089,15.2280000,15.4810000
16548,Kepler-276 b,Kepler-276,1,Kepler,,,15.2280000,15.4810000
16549,Kepler-276 b,Kepler-276,0,Kepler,,,15.2280000,15.4810000
16550,Kepler-276 b,Kepler-276,0,Kepler,,-0.089,15.2280000,15.4810000
16551,Kepler-276 b,Kepler-276,0,Kepler,,,15.2280000,15.4810000
16552,Kepler-276 b,Kepler-276,0,Kepler,,-0.089,15.2280000,15.4810000
16553,Kepler-276 b,Kepler-276,0,Kepler,,,15.2280000,15.4810000
16554,Kepler-276 b,Kepler-276,0,Kepler,,,15.2280000,15.4810000
16555,Kepler-276 b,Kepler-276,0,Kepler,,,15.2280000,15.4810000
16556,Kepler-276 b,Kepler-276,0,Kepler,,,15.2280000,15.4810000
16557,Kepler-276 c,Kepler-276,0,Kepler,,,15.2280000,15.4810000
16558,Kepler-276 c,Kepler-276,0,Kepler,,,15.2280000,15.4810000
16559,Kepler-276 c,Kepler-276,1,Kepler,,,15.2280000,15.4810000
16560,Kepler-276 c,Kepler-276,0,Kepler,,,15.2280000,15.4810000
16561,Kepler-276 c,Kepler-276,0,Kepler,,-0.089,15.2280000,15.4810000
16562,Kepler-276 c,Kepler-276,0,Kepler,,,15.2280000,15.4810000
16563,Kepler-276 c,Kepler-276,0,Kepler,,-0.089,15.2280000,15.4810000
16564,Kepler-276 c,Kepler-276,0,Kepler,,,15.2280000,15.4810000
16565,Kepler-276 c,Kepler-276,0,Kepler,,,15.2280000,15.4810000
16566,Kepler-276 c,Kepler-276,0,Kepler,,,15.2280000,15.4810000
16567,Kepler-276 c,Kepler-276,0,Kepler,,,15.2280000,15.4810000
16568,Kepler-276 d,Kepler-276,0,Kepler,,,15.2280000,15.4810000
16569,Kepler-276 d,Kepler-276,0,Kepler,,,15.2280000,15.4810000
16570,Kepler-276 d,Kepler-276,0,Kepler,,-0.089,15.2280000,15.4810000
16571,Kepler-276 d,Kepler-276,0,Kepler,,,15.2280000,15.4810000
16572,Kepler-276 d,Kepler-276,0,Kepler,,-0.089,15.2280000,15.4810000
16573,Kepler-276 d,Kepler-276,0,Kepler,,,15.2280000,15.4810000
16574,Kepler-276 d,Kepler-276,0,Kepler,,-0.089,15.2280000,15.4810000
16575,Kepler-276 d,Kepler-276,0,Kepler,,,15.2280000,15.4810000
16576,Kepler-276 d,Kepler-276,0,Kepler,,,15.2280000,15.4810000
16577,Kepler-276 d,Kepler-276,1,Kepler,,,15.2280000,15.4810000
16578,Kepler-276 d,Kepler-276,0,Kepler,,,15.2280000,15.4810000
16579,Kepler-276 d,Kepler-276,0,Kepler,,,15.2280000,15.4810000
16580,Kepler-277 b,Kepler-277,0,Kepler,,,14.2960000,13.5440000
16581,Kepler-277 b,Kepler-277,0,Kepler,,,14.2960000,13.5440000
16582,Kepler-277 b,Kepler-277,0,Kepler,,,14.2960000,13.5440000
16583,Kepler-277 b,Kepler-277,0,Kepler,,,14.2960000,13.5440000
16584,Kepler-277 b,Kepler-277,0,Kepler,,,14.2960000,13.5440000
16585,Kepler-277 b,Kepler-277,0,Kepler,,,14.2960000,13.5440000
16586,Kepler-277 b,Kepler-277,0,Kepler,,,14.2960000,13.5440000
16587,Kepler-277 b,Kepler-277,1,Kepler,,,14.2960000,13.5440000
16588,Kepler-277 b,Kepler-277,0,Kepler,,0.568,14.2960000,13.5440000
16589,Kepler-277 b,Kepler-277,0,Kepler,,,14.2960000,13.5440000
16590,Kepler-277 b,Kepler-277,0,Kepler,,0.568,14.2960000,13.5440000
16591,Kepler-277 b,Kepler-277,0,Kepler,,0.568,14.2960000,13.5440000
16592,Kepler-277 c,Kepler-277,0,Kepler,,,14.2960000,13.5440000
16593,Kepler-277 c,Kepler-277,0,Kepler,,,14.2960000,13.5440000
16594,Kepler-277 c,Kepler-277,0,Kepler,,,14.2960000,13.5440000
16595,Kepler-277 c,Kepler-277,0,Kepler,,0.568,14.2960000,13.5440000
16596,Kepler-277 c,Kepler-277,0,Kepler,,,14.2960000,13.5440000
16597,Kepler-277 c,Kepler-277,0,Kepler,,0.568,14.2960000,13.5440000
16598,Kepler-277 c,Kepler-277,0,Kepler,,0.568,14.2960000,13.5440000
16599,Kepler-277 c,Kepler-277,0,Kepler,,,14.2960000,13.5440000
16600,Kepler-277 c,Kepler-277,0,Kepler,,,14.2960000,13.5440000
16601,Kepler-277 c,Kepler-277,0,Kepler,,,14.2960000,13.5440000
16602,Kepler-277 c,Kepler-277,1,Kepler,,,14.2960000,13.5440000
16603,Kepler-277 c,Kepler-277,0,Kepler,,,14.2960000,13.5440000
16604,Kepler-278 b,Kepler-278,0,Kepler,,,12.7870000,11.8110000
16605,Kepler-278 b,Kepler-278,0,Kepler,,,12.7870000,11.8110000
16606,Kepler-278 b,Kepler-278,0,Kepler,,,12.7870000,11.8110000
16607,Kepler-278 b,Kepler-278,0,Kepler,,,12.7870000,11.8110000
16608,Kepler-278 b,Kepler-278,0,Kepler,,,12.7870000,11.8110000
16609,Kepler-278 b,Kepler-278,0,Kepler,,,12.7870000,11.8110000
16610,Kepler-278 b,Kepler-278,0,Kepler,,,12.7870000,11.8110000
16611,Kepler-278 b,Kepler-278,0,Kepler,,,12.7870000,11.8110000
16612,Kepler-278 b,Kepler-278,0,Kepler,,,12.7870000,11.8110000
16613,Kepler-278 b,Kepler-278,1,Kepler,,,12.7870000,11.8110000
16614,Kepler-278 b,Kepler-278,0,Kepler,,,12.7870000,11.8110000
16615,Kepler-278 b,Kepler-278,0,Kepler,,,12.7870000,11.8110000
16616,Kepler-278 c,Kepler-278,0,Kepler,,,12.7870000,11.8110000
16617,Kepler-278 c,Kepler-278,0,Kepler,,,12.7870000,11.8110000
16618,Kepler-278 c,Kepler-278,0,Kepler,,,12.7870000,11.8110000
